match_type,current_path,current_sha,source_repo,source_commit,source_commit_date,source_path,source_sha,note
exact_content,"client/src/assets/profile.webp",71730f0e0c2ed2d7ffa941e99c109f87c6ac3e43,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/profile.webp",71730f0e0c2ed2d7ffa941e99c109f87c6ac3e43,"identical file content hash"
exact_content,"client/src/assets/browser.png",741cdced94b0728ba0dd5073095aecc2f80c89e7,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/browser.png",741cdced94b0728ba0dd5073095aecc2f80c89e7,"identical file content hash"
exact_content,"client/.gitignore",75c7f41dada9ad54c184093932a585dc8a73b7f7,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,".gitignore",75c7f41dada9ad54c184093932a585dc8a73b7f7,"identical file content hash"
exact_content,"client/src/contracts/GPSBasedPayment.json",790d4adc518d3462d8867bdc2789135131491859,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/contracts/GPSBasedPayment.json",790d4adc518d3462d8867bdc2789135131491859,"identical file content hash"
exact_content,"client/src/assets/Android.png",8d6616a6a99e9e0f63c02c4b322333eb59cc3e6a,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/Android.png",8d6616a6a99e9e0f63c02c4b322333eb59cc3e6a,"identical file content hash"
exact_content,"client/src/assets/feature1.png",8ef5c6e36f9d47adaa934003e3fbc0a75ae6c7e5,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/feature1.png",8ef5c6e36f9d47adaa934003e3fbc0a75ae6c7e5,"identical file content hash"
exact_content,"client/src/assets/Color logo - no background.svg",97344d40a5ebd71cdac47885b73a21479d7a10bd,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/Color logo - no background.svg",97344d40a5ebd71cdac47885b73a21479d7a10bd,"identical file content hash"
exact_content,"client/src/assets/employer.jpg",9b238b1287d2a105d62c80df7d945a30d2b07808,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/employer.jpg",9b238b1287d2a105d62c80df7d945a30d2b07808,"identical file content hash"
exact_content,"client/src/assets/icon.png",a3368abf56d38992be2bc37148bdcdce3108550a,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/icon.png",a3368abf56d38992be2bc37148bdcdce3108550a,"identical file content hash"
exact_content,"client/src/assets/feature2.png",aa6726bbdc1467352b35f25c6b4f1ce8fc15a589,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/feature2.png",aa6726bbdc1467352b35f25c6b4f1ce8fc15a589,"identical file content hash"
exact_content,"client/src/pages/AboutUs.jsx",b533bb4973355dbf291471138641326325c47f95,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/pages/AboutUs.jsx",b533bb4973355dbf291471138641326325c47f95,"identical file content hash"
exact_content,"client/public/assets/logo.png",bc5540857c6bc412bfed02bd7ab7fb2cac02af50,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"public/logo.png",bc5540857c6bc412bfed02bd7ab7fb2cac02af50,"identical file content hash"
exact_content,"client/public/favicon.ico",bc5540857c6bc412bfed02bd7ab7fb2cac02af50,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"public/logo.png",bc5540857c6bc412bfed02bd7ab7fb2cac02af50,"identical file content hash"
exact_content,"client/public/logo.png",bc5540857c6bc412bfed02bd7ab7fb2cac02af50,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"public/logo.png",bc5540857c6bc412bfed02bd7ab7fb2cac02af50,"identical file content hash"
exact_content,"client/src/assets/banner.png",be51482bf0f13c1cf53ff945906d9cd1f46373b0,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/banner.png",be51482bf0f13c1cf53ff945906d9cd1f46373b0,"identical file content hash"
exact_content,"client/src/assets/logo-new.png",e4f9fad155fbc62fd2793e895d5210aa1420ad46,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/assets/logo-new.png",e4f9fad155fbc62fd2793e895d5210aa1420ad46,"identical file content hash"
same_path_evolved,"client/src/App.jsx",09b7fd5d670ba79eff42173d4da222c27ae0c1ea,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/App.jsx",a1019a0ab29321f1d0a488a70b07beb34e6bb164,"path continuity with changed content"
same_path_evolved,"client/src/components/Banner.jsx",54e33d720b5f7452492a4e6b0f148a5194d13642,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/components/Banner.jsx",4620949b196aa38cf3955975010d3c8b91a1875e,"path continuity with changed content"
same_path_evolved,"client/src/components/Footer.jsx",46c5cf7218df726360c56cabf991ad44618f9299,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/components/Footer.jsx",bb10ebd5b0e86009aee67ff2358806d585e22266,"path continuity with changed content"
same_path_evolved,"client/src/components/Navbar.jsx",0b816de1dca2f60363c0ddc3a73cb12a4a0bbfda,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/components/Navbar.jsx",b7c043cf253aae4704b049cea12fb185d2849ff2,"path continuity with changed content"
same_path_evolved,"client/src/index.css",94013fb83504386d78a5391d5e25e959f8aad40e,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/index.css",891c7ccece6342dc24f73fda8caa242d0fe3fbb8,"path continuity with changed content"
same_path_evolved,"client/src/main.jsx",81d9b590b7fba0af9162bc57f2e58ca54bb529c1,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/main.jsx",c7493c69ff84c4dd4a8398adc141a2a230ab6f39,"path continuity with changed content"
same_path_evolved,"client/src/pages/LandingPage.jsx",8abb4bcb3f7d049b4bbd1334b0afd5e70c7032cf,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/pages/LandingPage.jsx",f98ff8f8cc693b188570c7afe642481198ac93b9,"path continuity with changed content"
same_path_evolved,"client/src/pages/NewAbout.jsx",8c1d1b86c157db071470d12817124522388240e7,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/pages/NewAbout.jsx",1c475ff96e80ac33e49bdce21f9c34a2cfca6646,"path continuity with changed content"
same_path_evolved,"client/src/pages/ViewEmployees.jsx",10cee30edb4826538fc9d4b2334452f87e58d4c8,worker-dapp/laborledger_demo,d5331046e84981e99daba576b9ab67a84c4dc80c,2025-03-25T02:57:11Z,"src/pages/ViewEmployees.jsx",e5721aa1c3e039ca32d1fc78df8b8c9bb8445fd7,"path continuity with changed content"
